,precision,recall,f1-score,support,run_name,checkpoint
super_sonico,0.7272727272727273,0.6666666666666666,0.6956521739130435,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
suzuhara_lulu,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
suzumiya_haruhi,0.6,0.75,0.6666666666666666,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
taihou_(azur_lane),0.9,0.75,0.8181818181818182,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
takagi-san,0.7692307692307693,0.8333333333333334,0.8,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
takamaki_anne,0.8461538461538461,0.9166666666666666,0.88,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
takanashi_rikka,0.875,0.5833333333333334,0.7,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
takao_(azur_lane),0.875,0.5833333333333334,0.7,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
takarada_rikka,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
takimoto_hifumi,0.7857142857142857,0.9166666666666666,0.8461538461538461,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
tokoyami_towa,1.0,0.9166666666666666,0.9565217391304348,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
toosaka_rin,0.6428571428571429,0.75,0.6923076923076923,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
toujou_nozomi,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
tsushima_yoshiko,0.9,0.75,0.8181818181818182,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
unicorn_(azur_lane),0.75,0.75,0.75,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
usada_pekora,0.9090909090909091,0.8333333333333334,0.8695652173913043,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
utsumi_erise,0.75,0.9230769230769231,0.8275862068965517,13.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
watson_amelia,0.7692307692307693,0.8333333333333334,0.8,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
waver_velvet,0.6666666666666666,0.8333333333333334,0.7407407407407407,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
xenovia_(high_school_dxd),0.8571428571428571,1.0,0.9230769230769231,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
yui_(angel_beats!),0.8,1.0,0.8888888888888888,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
yuigahama_yui,0.7,0.5833333333333334,0.6363636363636364,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
yukinoshita_yukino,0.6153846153846154,0.6666666666666666,0.64,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
zero_two_(darling_in_the_franxx),0.9166666666666666,0.9166666666666666,0.9166666666666666,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
accuracy,0.7583120204603581,0.7583120204603581,0.7583120204603581,0.7583120204603581,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
macro avg,0.7723604613084252,0.7581898870360408,0.7572485854275374,1564.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
weighted avg,0.7721307406466124,0.7583120204603581,0.7571746609211886,1564.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
